,imdb_name_id,name,date_of_birth,height,is_actor,race,gender,sexuality
11671,nm1017951,Ato Essandoh,1972-07-29,191.0,TRUE,,,
11672,nm1011348,Indrajith Sukumaran,"1980 in Thiruvananthapuram, Kerala, India",172.0,TRUE,,,
11673,nm2527173,Parvathy Thiruvothu,,157.0,TRUE,,,
11674,nm1335387,Prithviraj Sukumaran,1982-10-16,181.0,TRUE,,,
11675,nm4432851,Rajeev Pillai,,,TRUE,,,
11676,nm3634501,Rima Kallingal,,165.0,TRUE,,,
11677,nm1094188,Rohini,1969-12-15,,TRUE,,,
11678,nm0415538,Jagadish,,,TRUE,,,
11679,nm0579769,Shweta Menon,1974-04-23,,TRUE,,,
11680,nm1797849,Kishore Satya,,,TRUE,,,
11681,nm5584853,Chemban Vinod Jose,,,TRUE,,,
11682,nm3397660,Sudheer Karamana,,,TRUE,,,
11683,nm0579772,Valsala Menon,,,TRUE,,,
11684,nm0456186,Luke Kirby,1978-06-29,185.0,TRUE,White,Male,
11685,nm1550948,Ruth Negga,1982-01-07,160.0,TRUE,Middle,Female,Straight
11686,nm0012586,A.C. Peterson,,,TRUE,,,
11687,nm0690803,Aaron Poole,,,TRUE,,,
11688,nm0122789,Martha Burns,,,TRUE,,,
11689,nm1353738,Rob Archer,,198.0,TRUE,,,
11690,nm0601210,Frank Moore,"1946 in Bay-de-Verde, Newfoundland, Canada",,TRUE,,,
11692,nm0007123,Mammootty,1951-09-07,178.0,TRUE,,,
11693,nm6579795,Sheena Chohan,,,TRUE,,,
11694,nm2750995,Sabitha Jayaraaj,,,TRUE,,,
11695,nm1334389,Jayasurya,,,TRUE,,,
11696,nm4771319,P.K. Ravindranath,,,TRUE,,,
11697,nm4006132,Aanchal Sabharwal,,,TRUE,,,
11698,nm0415549,Jagathi Sreekumar,1951-01-05,,TRUE,,,
11699,nm0837797,Sukumari,1940-10-06,,TRUE,,,
11700,nm0805476,John Slattery,1962-08-13,178.0,TRUE,White,Male,Straight
11701,nm0195421,Brian d'Arcy James,1968-06-29,175.0,TRUE,,,
11703,nm0830588,Elena Wohl,1963-04-25,,TRUE,,,
11704,nm0792177,Jamey Sheridan,1951-07-12,184.0,TRUE,White,Male,Straight
11705,nm0400223,Neal Huff,,,TRUE,,,
11706,nm1229204,Nadine Velazquez,1978-11-20,165.0,TRUE,,,
11707,nm1424572,Adam C. Edwards,1979-06-14,177.0,TRUE,,,
11708,nm0876645,Tamara Tunie,1959-03-14,175.0,TRUE,Black,Female,Straight
11709,nm0717709,Kelly Reilly,1977-07-18,168.0,TRUE,White,Female,Straight
11710,nm1467577,Conor O'Neill,1969-04-04,,TRUE,,,
11711,nm0772782,Charlie E. Schmidt,,,TRUE,,,
11712,nm0474774,Akshay Kumar,1967-09-09,178.0,TRUE,,,
11714,nm3848064,Sonakshi Sinha,1987-06-02,167.0,TRUE,,,
11716,nm1662277,Shreyas Talpade,1976-01-27,170.0,TRUE,,,
11717,nm2674337,Alexx O'Nell,1980-07-26,,TRUE,,,
11718,nm3329873,Pitobash,"1984 in Deuli, Nayagarh district, Orissa, India",163.0,TRUE,,,
11719,nm1189762,Darshan Jariwala,1958-09-29,,TRUE,,,
11720,nm0386358,Vrajesh Hirjee,1971-06-16,,TRUE,,,
11721,nm1696711,Chitrangda Singh,1976-03-28,158.0,TRUE,,,
11722,nm2738083,Vindu Dara Singh,1964-05-06,183.0,TRUE,,,
11723,nm2147526,Asrani,1941-01-01,,TRUE,,,
11724,nm0820283,Anjan Srivastav,1948-06-02,,TRUE,,,
11725,nm1796211,Bikramjeet Kanwarpal,,,TRUE,,,
11726,nm0318622,Avtar Gill,,,TRUE,,,
11727,nm0592799,Sanjay Mishra,,166.0,TRUE,,,
11728,nm1495520,Caitriona Balfe,1979-10-04,175.0,TRUE,,,
11729,nm7415871,Noah Jupe,2005-02-25,,TRUE,,,
11730,nm0504832,Tracy Letts,1965-07-04,191.0,TRUE,,,
11734,nm0320969,Remo Girone,1948-12-01,,TRUE,,,
11735,nm0270625,JJ Feild,1978-04-01,185.0,TRUE,,,
11736,nm1481829,Jack McMullen,1991-02-22,,TRUE,,,
11737,nm0969364,Corrado Invernizzi,,,TRUE,,,
11738,nm0201178,Christopher Darga,,,TRUE,,,
11739,nm4833412,Dwight Henry,1963-02-19,188.0,TRUE,,,
11741,nm0061262,Bryan Batt,1963-03-01,183.0,TRUE,,,
11742,nm0779427,Kelsey Scott,,,TRUE,,,
11743,nm4832920,Quvenzhané Wallis,2003-08-28,150.0,TRUE,,,
11745,nm1591232,Tony Bentley,,,TRUE,,,
11746,nm0453115,Taran Killam,1982-04-01,184.0,TRUE,,,
11747,nm0077512,Christopher Berry,,,TRUE,,,
11748,nm0131966,Bill Camp,,,TRUE,,,
11752,nm1663252,Chris Chalk,,178.0,TRUE,,,
11753,nm1239499,Rory Kinnear,1976-02-17,183.0,TRUE,,,
11754,nm0329259,Tom Goodman-Hill,"1968 in Enfield, Middlesex, England, UK",183.0,TRUE,,,
11755,nm0905357,Steven Waddington,1967-12-01,185.0,TRUE,,,
11756,nm3867299,Alex Lawther,,171.0,TRUE,,,
11757,nm0688132,Amy Poehler,1971-09-16,157.0,TRUE,White,Female,Straight
11758,nm1411676,Mindy Kaling,1979-06-24,163.0,TRUE,Asian,Female,Straight
11759,nm0005323,Paula Poundstone,1959-12-29,173.0,TRUE,White,Female,Asexual
11760,nm1293885,Bobby Moynihan,1977-01-31,170.0,TRUE,,,
11761,nm0996134,Paula Pell,1963-04-15,,TRUE,,,
11762,nm0324397,Dave Goelz,1946-07-16,177.0,TRUE,,,
11763,nm0000568,Frank Oz,1944-05-25,188.0,TRUE,White,Male,Straight
11765,nm5490799,Milo Gibson,1990-11-16,,TRUE,,,
11766,nm0341737,Rachel Griffiths,1968-12-18,177.0,TRUE,White,Female,Straight
11767,nm0178833,Tyler Coppin,1956-11-09,170.0,TRUE,,,
11768,nm1954240,Teresa Palmer,1986-02-26,164.0,TRUE,White,Female,Straight
11769,nm0686900,Richard Platt,,,TRUE,,,
11770,nm3017611,Levy Easterly,,,TRUE,,,
11771,nm3017935,Lowell Landes,,,TRUE,,,
11772,nm0113912,Joseph Brown,,,TRUE,,,
11774,nm1832004,Shiney Ahuja,1973-05-15,178.0,TRUE,,,
11775,nm2345675,Sayali Bhagat,1984-01-01,,TRUE,,,
11776,nm4847742,Julia Bliss,,,TRUE,,,
11777,nm1319053,Kristian Hedegaard-Petersen,,186.0,TRUE,,,
11778,nm1516058,Deep Raj Rana,,,TRUE,,,
11779,nm0764669,Tej Sapru,,,TRUE,,,
11780,nm1748219,Maksim Emelyanov,1990-05-13,,TRUE,,,
11781,nm6462826,Abdul Khalim Mamutsiev,,,TRUE,,,
11782,nm0875434,Yuriy Tsurilo,1946-12-10,190.0,TRUE,,,
11783,nm4820030,Dmytro Tuboltsev,,,TRUE,,,
11784,nm0377580,Bjarne Henriksen,1959-01-18,190.0,TRUE,,,
11785,nm6518675,Cole Konis,,145.0,TRUE,,,
11786,nm0731826,Elise Robertson,,,TRUE,,,
11787,nm0898779,Troy Vincent,,,TRUE,Black,Male,Straight
11788,nm1218757,Keir O'Donnell,1978-11-08,173.0,TRUE,,,
11789,nm0005297,Marnette Patterson,1980-04-26,169.0,TRUE,,,
11790,nm0355699,Jason Hall,1972-04-28,191.0,TRUE,,,
11792,nm1188294,Billy Miller,1979-09-17,180.0,TRUE,,,
11793,nm0731346,Leonard Roberts,1972-11-17,185.0,TRUE,,,
11794,nm2089090,Seamus Davey-Fitzpatrick,1998-12-29,173.0,TRUE,,,
11795,nm0436157,Xenia Kalogeropoulou,1936-09-11,,TRUE,,,
11796,nm0007178,Walter Lassally,1926-12-18,,TRUE,,,
11797,nm3987673,Ariane Labed,"1984 in Athens, Greece",171.0,TRUE,,,
11798,nm3868928,Yiannis Papadopoulos,,,TRUE,,,
11799,nm0718125,Athina Rachel Tsangari,1966-04-02,,TRUE,,,
11800,nm2771908,Yota Argyropoulou,,,TRUE,,,
11801,nm1778970,Cristobal Tapia Montt,,,TRUE,,,
11802,nm4448022,Lorenza Izzo,1989-09-19,170.0,TRUE,,,
11803,nm0323483,Luis Gnecco,1962-12-12,,TRUE,,,
11805,nm1642639,Ariel Levy,1984-09-28,170.0,TRUE,,,
11806,nm6061255,Nicolás Durán,,,TRUE,,,
11807,nm1232596,Alessandra Guerzoni,,170.0,TRUE,,,
11808,nm2746751,Aaron Burns,1985-01-28,,TRUE,,,
11810,nm4152507,Jack Topalian,,183.0,TRUE,,,
11811,nm0847727,Oleg Taktarov,1967-08-26,183.0,TRUE,,,
11812,nm0777435,Scott L. Schwartz,"March 16 in Philadelphia, Pennsylvania, USA",203.0,TRUE,,,
11813,nm1986095,Vaz Andreas,1978-05-31,183.0,TRUE,,,
11814,nm0434879,Marco Khan,,,TRUE,,,
11815,nm0788698,Levon Sharafyan,1947-02-17,180.0,TRUE,,,
11816,nm4599216,Shauna Goodgold,,,TRUE,,,
11817,nm1406740,Florian Habicht,,,TRUE,,,
11818,nm6166312,Frank Habicht,,,TRUE,,,
11819,nm3805467,Masha Yakovenko,,,TRUE,,,
11820,nm2244205,Léa Seydoux,1985-07-01,168.0,TRUE,,,
11821,nm5586707,Abijeet Duddala,1988-10-11,178.0,TRUE,,,
11822,nm5190130,Kaushik,,,TRUE,,,
11823,nm5316449,Sudhakar Komakula,,,TRUE,,,
11824,nm5445167,Rashmi Shastry,,,TRUE,,,
11825,nm5189611,Naveen Polishetty,,,TRUE,,,
11826,nm0023839,Amala Akkineni,"September 12 in Bengal, India",,TRUE,,,
11827,nm1328152,Shriya Saran,1982-09-11,164.0,TRUE,,,
11828,nm0953795,Anjala Zaveri,1972-04-20,,TRUE,,,
11829,nm4797922,Vijay Deverakonda,,,TRUE,,,
11830,nm0176384,Richard Conti,1952-05-06,178.0,TRUE,,,
11831,nm2253071,Charlie Tahan,1998-06-11,178.0,TRUE,,,
11832,nm6508547,Andrew Long,,,TRUE,,,
11833,nm0321800,Fiona Glascott,1982-11-22,,TRUE,,,
11834,nm1120609,Jane Brennan,,,TRUE,,,
11835,nm0083795,Eva Birthistle,1974-04-01,163.0,TRUE,,,
11836,nm4703025,Emily Bett Rickards,1991-07-24,165.0,TRUE,,,
11837,nm5371554,Gary Poulter,1959-09-16,,TRUE,,,
11838,nm1237235,Ronnie Gene Blevins,1977-06-20,,TRUE,,,
11839,nm2395048,Adriene Mishler,1984-09-29,168.0,TRUE,,,
11840,nm0434526,Heather Kafka,1972-07-07,163.0,TRUE,,,
11841,nm1584582,Andrea Collins,1977-03-22,175.0,TRUE,,,
11842,nm1252668,Jim O'Rear,,170.0,TRUE,,,
11843,nm0317023,Jennifer Gibson,,171.0,TRUE,,,
11845,nm9198295,Daniel Emery Taylor,1979-10-30,170.0,TRUE,,,
11846,nm1486060,April Monique Burril,1972-11-10,160.0,TRUE,,,
11847,nm3989931,Scott Tepperman,,170.0,TRUE,,,
11848,nm0004763,Mary J. Blige,1971-01-11,163.0,TRUE,Black,Female,Straight
11849,nm1726032,Rob Morgan,,183.0,TRUE,,,
11850,nm1330560,Garrett Hedlund,1984-09-03,186.0,TRUE,White,Male,
11851,nm3187553,Jason Kirkpatrick,,,TRUE,,,
11852,nm0005299,Sarah Paulson,1974-12-17,168.0,TRUE,White,Female,Lesbian
11854,nm3821405,Jake Lacy,,177.0,TRUE,,,
11855,nm5754425,Cory Michael Smith,,184.0,TRUE,,,
11856,nm1247855,Carrie Brownstein,1974-09-27,165.0,TRUE,White,Female,Bisexual
11857,nm4080531,Sophie Kennedy Clark,,169.0,TRUE,,,
11858,nm0564502,Ruth McCabe,,,TRUE,,,
11859,nm1382210,Sean Mahon,,180.0,TRUE,,,
11860,nm1269412,Anna Maxwell Martin,1977-05-10,168.0,TRUE,,,
11861,nm0265610,Michelle Fairley,,165.0,TRUE,White,Female,
11862,nm2148911,Wunmi Mosaku,1986-07-31,174.0,TRUE,,,
11863,nm0614151,Charlie Murphy,1959-07-12,185.0,TRUE,Black,Male,Straight
11865,nm0069580,Cathy Belton,,,TRUE,,,
11866,nm0639694,Mark O'Brien,1949-07-31,140.0,TRUE,,,
11868,nm6786013,Abigail Pniowsky,,132.0,TRUE,,,
11869,nm0774891,Frank Schorpion,,,TRUE,,,
11870,nm1980429,Pat Kiely,,,TRUE,,,
11871,nm3444144,Hossein Ahangar,,,TRUE,,,
11872,nm5331326,Hamid Reza Azarang,,,TRUE,,,
11873,nm4983775,Hooman Barghnavard,,,TRUE,,,
11874,nm0259831,Homayoun Ershadi,"1947 in Isfahan, Iran",175.0,TRUE,,,
11875,nm4328833,Milad Keymaram,,186.0,TRUE,,,
11876,nm4203568,Mostafa Zamani,1982-06-20,180.0,TRUE,,,
11877,nm4687953,Freddy Daruwala,,185.0,TRUE,,,
11878,nm2670109,Sumeet Raghvan,,,TRUE,,,
11879,nm0332871,Govinda,1963-12-21,164.0,TRUE,,,
11880,nm6747741,Cherry Mardia,,,TRUE,,,
11881,nm4559606,Apoorva Arora,,152.0,TRUE,,,
11882,nm8629119,Randheer Rai,,183.0,TRUE,,,
11883,nm9377852,Yugesh Anil,1985-12-06,188.0,TRUE,,,
11884,nm0915208,Naomi Watts,1968-09-28,164.0,TRUE,White,Female,Straight
11885,nm0787892,Jeremy Shamos,1970-02-22,,TRUE,,,
11887,nm1255832,Katherine O'Sullivan,,152.0,TRUE,,,
11888,nm0949433,Damian Young,,,TRUE,,,
11889,nm0411680,Akira Ito,,,TRUE,,,
11890,nm0923266,Merritt Wever,1980-08-11,174.0,TRUE,White,Female,
11891,nm2280521,Ashley C. Williams,1984-01-24,160.0,TRUE,,,
11892,nm1903153,Tahyna MacManus,1986-04-24,173.0,TRUE,,,
11893,nm0005276,Jack Noseworthy,1969-12-21,173.0,TRUE,White,Male,
11894,nm0209249,Joel de la Fuente,1969-04-21,183.0,TRUE,,,
11895,nm1041980,Cary Woodworth,,,TRUE,,,
11896,nm1512792,Ryan Cooper,,,TRUE,,,
11898,nm5604130,Sean Kleier,,188.0,TRUE,,,
11899,nm2581909,Bridget Megan Clark,,157.0,TRUE,,,
11900,nm0225460,Dale Dickey,1961-09-29,165.0,TRUE,White,Female,
11901,nm1517976,Chris Pine,1980-08-26,184.0,TRUE,White,Male,
11902,nm0852076,Buck Taylor,1938-05-13,183.0,TRUE,White,Male,Straight
11903,nm0083655,Gil Birmingham,1953-07-13,185.0,TRUE,,,
11904,nm1690270,Amber Midthunder,1997-04-26,,TRUE,,,
11905,nm0792263,Taylor Sheridan,,179.0,TRUE,White,Male,Straight
11906,nm1886602,Miles Teller,1987-02-20,185.0,TRUE,White,Male,Straight
11907,nm2552034,Melissa Benoist,1988-10-04,173.0,TRUE,White,Female,Straight
11908,nm3271473,Austin Stowell,1984-12-24,185.0,TRUE,,,
11909,nm1045739,Max Kasch,1985-12-06,191.0,TRUE,,,
11910,nm5826958,Charlie Ian,,,TRUE,,,
11911,nm2172460,Jayson Blair,,185.0,TRUE,Black,Male,
11912,nm9877392,Roman Griffin Davis,,,TRUE,,,
11913,nm5057169,Thomasin McKenzie,2000-07-26,165.0,TRUE,,,
11914,nm0169806,Taika Waititi,1975-08-16,184.0,TRUE,,,
11915,nm0580351,Stephen Merchant,1974-11-24,201.0,TRUE,White,Male,Straight
11917,nm2554070,Luke Brandon Field,,183.0,TRUE,,,
11918,nm5695737,Stanislav Callas,,,TRUE,,,
11919,nm1340370,Brian Caspe,1975-05-11,175.0,TRUE,,,
11920,nm0763928,Rodrigo Santoro,1975-08-22,187.0,TRUE,White,Male,
11921,nm2258164,Nazanin Boniadi,1980-05-22,162.0,TRUE,,,
11922,nm1561982,Pilou Asbæk,1982-03-02,183.0,TRUE,,,
11923,nm3733763,Sofia Black-D'Elia,1991-12-24,170.0,TRUE,,,
11924,nm3092471,Marwan Kenzari,1983-01-16,183.0,TRUE,,,
11925,nm2030779,Moises Arias,1994-04-18,150.0,TRUE,,,
11926,nm0082211,Haluk Bilginer,1954-06-05,174.0,TRUE,,,
11927,nm1150908,Francesco Scianna,1982-03-25,182.0,TRUE,,,
11928,nm5381254,Jovan Adepo,,182.0,TRUE,,,
11929,nm0395203,Russell Hornsby,1974-05-15,185.0,TRUE,,,
11930,nm0479471,Shia LaBeouf,1986-06-11,176.0,TRUE,,,
11931,nm0503567,Logan Lerman,1992-01-19,171.0,TRUE,White,Male,
11932,nm1747924,Jim Parrack,1981-02-08,193.0,TRUE,,,
11933,nm0377034,Brad William Henke,1966-04-10,193.0,TRUE,White,Male,
11934,nm1882152,Xavier Samuel,1983-12-10,178.0,TRUE,,,
11935,nm1671512,Anamaria Marinca,1978-04-01,165.0,TRUE,,,
11936,nm2736690,Alicia von Rittberg,1993-12-10,165.0,TRUE,,,
11937,nm2207222,Scott Eastwood,1986-03-21,180.0,TRUE,White,Male,
11938,nm0079418,Daniel Betts,"1970 in Cuckfield, West Sussex, England, UK",178.0,TRUE,,,
11939,nm0914612,Emma Watson,1990-04-15,165.0,TRUE,White,Female,
11941,nm1405398,Dan Stevens,1982-10-10,183.0,TRUE,White,Male,Straight
11942,nm1812656,Luke Evans,1979-04-15,183.0,TRUE,White,Male,Bisexual
11943,nm1265802,Josh Gad,1981-02-23,168.0,TRUE,White,Male,Straight
11944,nm0602455,Hattie Morahan,"1978 in Lambeth, London, England, UK",173.0,TRUE,,,
11945,nm0269909,Ray Fearon,"1973 in London, England, UK",180.0,TRUE,,,
11946,nm0567653,Audra McDonald,1970-07-03,173.0,TRUE,Black,Female,Straight
11947,nm1594543,Michael Parle,,,TRUE,,,
11948,nm5565026,Nigel Brennan,,168.0,TRUE,,,
11949,nm5188578,Claire Blennerhassett,,,TRUE,,,
11950,nm6174828,Sarah Louise Carney,,,TRUE,,,
11951,nm6103543,Aidan O Sullivan,,,TRUE,,,
11952,nm4808617,Damian Gallagher,,,TRUE,,,
11953,nm0660244,Michael Papajohn,1964-11-07,179.0,TRUE,,,
11954,nm0735424,Marco Rodríguez,1953-07-10,180.0,TRUE,,,
11955,nm1186883,James Huang,1977-01-11,180.0,TRUE,,,
11956,nm1677471,Rick Garcia,,,TRUE,,,
11957,nm0185431,Jonny Coyne,,170.0,TRUE,,,
11958,nm0048075,Manoj Bajpayee,1969-04-23,170.0,TRUE,,,
11960,nm0792116,Jimmy Sheirgill,1970-12-03,167.0,TRUE,,,
11961,nm0244890,Divya Dutta,1977-09-25,,TRUE,,,
11962,nm1913625,Parambrata Chattopadhyay,1980-06-27,,TRUE,,,
11963,nm0154146,Prasenjit Chatterjee,1962-09-30,,TRUE,,,
11964,nm0451561,Sachin Khedekar,1965-03-14,,TRUE,,,
11965,nm0317307,Kitu Gidwani,1967-10-22,,TRUE,,,
11966,nm3728294,Amol Parashar,,,TRUE,,,
11967,nm1453456,Nikita Thukral,,,TRUE,,,
11968,nm3862104,Vishal Singh,,,TRUE,,,
11969,nm1517703,Jishnu,1979-04-23,,TRUE,,,
11970,nm6021800,Divya Unny,,,TRUE,,,
11971,nm0428065,Felicity Jones,1983-10-17,160.0,TRUE,White,Female,
11972,nm4350114,Tom Prior,,,TRUE,,,
11973,nm6240141,Sophie Perry,,,TRUE,,,
11974,nm0516003,Harry Lloyd,1983-11-17,183.0,TRUE,,,
11975,nm1741345,Thomas Morrison,1983-01-01,168.0,TRUE,,,
11977,nm0564402,Simon McBurney,1957-08-25,169.0,TRUE,,,
11978,nm3056324,Gianni Capaldi,1975-08-15,,TRUE,,,
11979,nm1626854,Shaun Paul Piccinino,,,TRUE,,,
11980,nm0064200,David Beatty,,,TRUE,,,
11982,nm0001530,William McNamara,1965-03-31,178.0,TRUE,White,Male,Straight
11983,nm0920460,Vernon Wells,1945-12-31,185.0,TRUE,White,Male,
11984,nm2233462,Elissa Dowling,,160.0,TRUE,,,
11985,nm0540500,Randal Malone,1959-05-29,183.0,TRUE,,,
11986,nm1559621,Daron McFarland,1972-07-24,173.0,TRUE,,,
11987,nm1429402,Jed Rowen,,,TRUE,,,
11988,nm0488953,Brie Larson,1989-10-01,170.0,TRUE,White,Female,
11989,nm5016878,Jacob Tremblay,2006-10-05,142.0,TRUE,,,
11990,nm0108703,Sean Bridgers,1968-03-03,187.0,TRUE,,,
11991,nm0031679,Cas Anvar,,180.0,TRUE,,,
11992,nm2325851,Randal Edwards,1981-07-18,,TRUE,,,
11993,nm6073955,Florence Pugh,1996-01-03,162.0,TRUE,,,
11994,nm7340546,Eliza Scanlen,1999-01-06,162.0,TRUE,,,
11995,nm0000368,Laura Dern,1967-02-10,178.0,TRUE,White,Female,Straight
11996,nm3154303,Timothée Chalamet,1995-12-27,178.0,TRUE,,,
11999,nm6537766,James Norton,,,TRUE,,,
12001,nm0308039,Louis Garrel,1983-06-14,183.0,TRUE,White,Male,
12002,nm1159251,Jayne Houdyshell,1953-09-25,,TRUE,,,
12004,nm0001772,Patrick Stewart,1940-07-13,178.0,TRUE,White,Male,Straight
12005,nm6748436,Dafne Keen,2005-01-04,150.0,TRUE,,,
12006,nm2933542,Boyd Holbrook,1981-09-01,188.0,TRUE,,,
12007,nm0735300,Elizabeth Rodriguez,1980-12-27,168.0,TRUE,,,
12008,nm0005264,Elise Neal,1966-03-14,163.0,TRUE,Black,Female,Straight
12009,nm0505404,Elliot Levey,,,TRUE,,,
12010,nm1507556,David Annen,,179.0,TRUE,,,
12011,nm0519034,Joseph Long,,,TRUE,,,
12012,nm2301662,Hadley Fraser,1980-04-21,178.0,TRUE,,,
12013,nm5397459,Daisy Ridley,1992-04-10,170.0,TRUE,White,Female,Straight
12014,nm1502434,Leslie Odom Jr.,1981-08-06,175.0,TRUE,,,
12015,nm3992450,Luke Brady,,182.0,TRUE,,,
12016,nm1588066,Robert Sheehan,1988-01-07,183.0,TRUE,,,
12017,nm2178959,Lily Cole,1987-12-27,179.0,TRUE,,,
12018,nm1708957,Tamzin Merchant,1987-03-04,168.0,TRUE,,,
12019,nm3484657,Jack Fox,"1985 in London, England, UK",188.0,TRUE,,,
12020,nm0862907,Andrew Tiernan,1965-11-30,180.0,TRUE,,,
12021,nm0641421,Deirdre O'Kane,"1970 in Dundalk, Ireland",,TRUE,,,
12022,nm6441597,Rhys Connah,,,TRUE,,,
12023,nm1246334,Ali Cook,1975-04-26,,TRUE,,,
12024,nm0009008,Jacqueline Abrahams,,,TRUE,,,
12025,nm0004355,Roger Ashton-Griffiths,1957-01-19,178.0,TRUE,,,
12026,nm1875238,Jessica Barden,1992-07-21,157.0,TRUE,,,
12027,nm1469236,Olivia Colman,1974-01-30,170.0,TRUE,White,Female,Straight
12029,nm0240948,Sean Duggan,,,TRUE,,,
12030,nm3047502,Rosanna Hoult,,170.0,TRUE,,,
12031,nm0421332,Ashley Jensen,1969-08-11,160.0,TRUE,White,Female,Straight
12032,nm3568698,Condola Rashad,1986-12-11,172.0,TRUE,,,
12033,nm2033267,Donté Bonner,1983-02-10,188.0,TRUE,,,
12034,nm0142539,Brent Carver,1951-11-17,180.0,TRUE,,,
12035,nm0177946,Chuck Cooper,1954-11-08,185.0,TRUE,,,
12036,nm1227702,Justin Guarini,1978-10-28,183.0,TRUE,Multiracial,Male,Straight
12037,nm2883828,Conrad Kemp,,187.0,TRUE,,,
12038,nm1024107,Ambyr Childers,1988-07-18,,TRUE,,,
12039,nm0005048,Thomas Jane,1969-02-22,179.0,TRUE,White,Male,Straight
12040,nm0338490,Bryan Greenberg,1950-06-12,,TRUE,White,Male,Straight
12042,nm0000628,Johnathon Schaech,1969-09-10,180.0,TRUE,White,Male,Straight
12043,nm5016840,Charlotte Kirk,,170.0,TRUE,,,
12044,nm1616666,Brett Granstaff,"1980 in Signal Mountain, Tennessee, USA",,TRUE,,,
12045,nm1645352,Ryan O'Nan,,,TRUE,,,
12046,nm1148573,Colin Egglesfield,1973-02-09,183.0,TRUE,White,Male,
12047,nm3918567,Jesse Pruett,,180.0,TRUE,,,
12048,nm1476806,Tyler Jon Olson,,183.0,TRUE,,,
12049,nm0367496,Don Harvey,1960-05-31,176.0,TRUE,,,
12050,nm1055590,Lydia Hull,,175.0,TRUE,,,
12051,nm2002649,Dave Franco,1985-06-12,170.0,TRUE,White,Male,
12052,nm0736622,Seth Rogen,1982-04-15,180.0,TRUE,White,Male,Straight
12053,nm0310966,Ari Graynor,1983-04-27,165.0,TRUE,White,Female,
12054,nm1555340,Alison Brie,1982-12-29,160.0,TRUE,White,Female,
12056,nm1179677,Paul Scheer,1976-01-31,178.0,TRUE,White,Male,Straight
12057,nm1374980,Zac Efron,1987-10-18,173.0,TRUE,White,Male,Straight
12058,nm2053085,June Diane Raphael,1980-01-04,175.0,TRUE,,,
12059,nm1727621,Jason Mantzoukas,1972-12-18,178.0,TRUE,White,Male,Straight
12060,nm0972622,Sara West,,165.0,TRUE,,,
12061,nm3034977,Samara Weaving,1992-02-23,165.0,TRUE,,,
12062,nm2956038,Ben Winspear,,,TRUE,,,
12063,nm0696894,Felicity Price,,,TRUE,,,
12064,nm1544427,Rebecca Massey,,,TRUE,,,
12065,nm4223899,Liam Graham,1987-12-07,178.0,TRUE,,,
12066,nm0377336,Aksel Hennie,1975-10-29,173.0,TRUE,,,
12067,nm4496875,Mackenzie Davis,1987-04-01,178.0,TRUE,,,
12068,nm2255973,Donald Glover,1983-09-25,175.0,TRUE,Black,Male,
12069,nm3481199,Shu Chen,,168.0,TRUE,,,
12071,nm0753314,Mark Rylance,1960-01-18,173.0,TRUE,White,Male,Straight
12073,nm0894141,Victor Verhaeghe,,,TRUE,,,
12074,nm0404427,Brian Hutchison,,185.0,TRUE,,,
12075,nm0367176,Joshua Harto,1979-01-09,175.0,TRUE,,,
12076,nm2915105,Billy Magnussen,1985-04-20,179.0,TRUE,,,
12077,nm6907855,Noah Schnapp,2004-10-03,175.0,TRUE,,,
12078,nm8061218,Sunny Pawar,,142.0,TRUE,,,
12079,nm8066738,Abhishek Bharate,,,TRUE,,,
12080,nm3140757,Priyanka Bose,,165.0,TRUE,,,
12081,nm1318578,Tannishtha Chatterjee,,,TRUE,,,
12082,nm1596350,Nawazuddin Siddiqui,1974-05-19,158.0,TRUE,,,
12083,nm4690844,Riddhi Sen,,,TRUE,,,
12084,nm1387306,Koushik Sen,1968-08-07,,TRUE,,,
12085,nm0622732,Deepti Naval,1952-02-03,160.0,TRUE,,,
12086,nm0920992,David Wenham,1965-09-21,178.0,TRUE,White,Male,Straight
12087,nm3580099,Terry Walters,,,TRUE,,,
12088,nm1197574,Cinda Adams,,,TRUE,,,
12089,nm5555747,Callie Hernandez,1988-05-24,170.0,TRUE,,,
12090,nm1557329,Jessica Rothe,1987-05-28,163.0,TRUE,,,
12091,nm1679669,Rosemarie DeWitt,1971-10-26,167.0,TRUE,White,Female,
12092,nm0297229,Jason Fuchs,1986-03-05,,TRUE,,,
12093,nm0514179,Trevor Lissauer,1973-10-29,168.0,TRUE,,,
12094,nm0944886,Missy Yager,1968-02-08,,TRUE,,,
12095,nm1581522,Susan Pourfar,,,TRUE,,,
12096,nm0888727,Musetta Vander,1963-05-26,173.0,TRUE,White,Female,Straight
12097,nm2054453,Artem Chigvintsev,1983 in USSR,,TRUE,,,
12098,nm0198640,Nicola Bertram,,165.0,TRUE,,,
12099,nm1574854,G.V. Prakash Kumar,,169.0,TRUE,,,
12100,nm6264784,Nikki Galrani,,158.0,TRUE,,,
12101,nm6686507,Srushti Dange,,170.0,TRUE,,,
12102,nm1420619,Karunas,,,TRUE,,,
12103,nm6106052,Bala Saravanan,,,TRUE,,,
12104,nm3327356,Motta Rajendran,,,TRUE,,,
12105,nm5296909,Kalaiyarasan,,,TRUE,,,
12106,nm3354777,Lauren Ashley Carter,,155.0,TRUE,,,
12107,nm2150238,Brian Morvant,,,TRUE,,,
